ime,dirkalisce,drzava,leto,prvenstvo,zmagovalec 
Avus DTM,,DEU,1986,Deutsche Tourenwagen Meisterschaft,Volker Weidler
Silverstone 1000Kms,Kouros 1000 kms,GBR,1986,Eddie Cheever,Derek Warwick
Rome Grand Prix,Gran Premio di Roma,ITA,1986,FIA International F3000 Championship,Ivan Capelli
Talladega NASCAR,Winston 500,USA,1986,Winston Cup,Bobby Allison
Laguna Seca IMSA,Monterey Triple Crown,USA,1986,IMSA Camel GT Championship,Klaus Ludwig
Spanish MotoGP,Gran Premio de Espana,ESP,1986,World Motorcycle Championship,Wayne Gardner
San Marino Grand Prix,Gran Premio di San Marino,ITA,1986,F1 World Championship,Alain Prost
Martinsville NASCAR,Sovran Bank 500,USA,1986,Winston Cup,Ricky Rudd
Riverside IMSA,Los Angeles Times/Ford Grand Prix of Endurance,USA,1986,Price Cobb,Rob Dyson
Nurburgring DTM,,DEU,1986,Deutsche Tourenwagen Meisterschaft,Volker Weidler
Monza 360Kms,Kouros Cup/Trofeo Filippo Caracciolo,ITA,1986,Derek Bell,Hans-Joachim Stuck
North Wilkesboro NASCAR,First Union 400,USA,1986,Winston Cup,Dale Earnhardt
Spanish Grand Prix,Gran Premio Tio Pepe de Espana,ESP,1986,F1 World Championship,Ayrton Senna
International Trophy,Daily Express International Trophy,GBR,1986,FIA International F3000 Championship,Pascal Fabre
Long Beach Grand Prix,Toyota Grand Prix of Long Beach,USA,1986,CART/PPG Indycar World Series,Michael Andretti
Darlington NASCAR,Transouth 500,USA,1986,Winston Cup,Dale Earnhardt
Hockenheim DTM,,DEU,1986,Deutsche Tourenwagen Meisterschaft,Per-Gunnar Andersson
Phoenix Champ Cars,Dana 200,USA,1986,CART/PPG Indycar World Series,Kevin Cogan
Bristol NASCAR,Valleydale 500,USA,1986,Winston Cup,Rusty Wallace
Phoenix Indy Lights,,USA,1986,American Racing Series,Steve Millen
Road Atlanta IMSA,Atlanta Journal-Constitution Camel Grand Prix,USA,1986,Doc Bundy,Sarel van der Merwe
Zolder DTM,,BEL,1986,Deutsche Tourenwagen Meisterschaft,Kurt Thiim
Brazilian Grand Prix,Grande Premio do Brasil,BRA,1986,F1 World Championship,Nelson Piquet
Sebring 12 Hours,Coca Cola 12 Hours of Sebring,USA,1986,Jo Gartner,Hans-Joachim Stuck
Atlanta NASCAR,Motorcraft 500,USA,1986,Winston Cup,Morgan Shepherd
North Carolina NASCAR,Goodwrench 500,USA,1986,Winston Cup,Terry Labonte
Miami IMSA,Lowenbrau Grand Prix of Miami,USA,1986,Paolo Barilla,Bob Wollek
Richmond NASCAR,Miller High Life 400,USA,1986,Winston Cup,Kyle Petty
Daytona 500,Daytona 500,USA,1986,Winston Cup,Geoff Bodine
Daytona 24 Hours,Sunbank Daytona 24 Hours,USA,1986,Al Holbert,Al Unser jr
Selangor 800Kms,Selangor 800 kms,MYS,1985,Jacky Ickx,Jochen Mass
Daytona IMSA,Eastern Airlines 3-hour Camel GT,USA,1985,Al Holbert,Al Unser jr
Macau Grand Prix,Grande Premio de Macau,MAC,1985,Non-championship,Mauricio Gugelmin
Riverside NASCAR,Winston Western 500,USA,1985,Winston Cup Grand National,Ricky Rudd
Miami Champ Cars,Beatrice Indy Challenge,USA,1985,CART/PPG Indycar World Series,Danny Sullivan
Australian Grand Prix,Mitsubishi Australian Grand Prix,AUS,1985,F1 World Championship,Keke Rosberg
Atlanta NASCAR,Atlanta Journal 500,USA,1985,Winston Cup Grand National,Bill Elliott
St Petersburg Can-Am,,USA,1985,Can-Am Challenge,Lou Sell
European F3 Cup,Grand Prix des Nations/FIA F3 Coupe d&#039;Europe,FRA,1985,European F3 Cup,Alex Caffi
North Carolina NASCAR,Nationwise 500,USA,1985,Winston Cup Grand National,Darrell Waltrip
South African Grand Prix,Southern Hotels Grand Prix of South Africa,ZAF,1985,F1 World Championship,Nigel Mansell
Phoenix Champ Cars,Dana Jimmy Bryan 150,USA,1985,CART/PPG Indycar World Series,Al Unser
St Louis Can-Am,,USA,1985,Can-Am Challenge,Rick Miaskiewicz
Curacao Grand Prix,Curacao Grand Prix,CUW,1985,Non-championship,John Nielsen
European Grand Prix,Shell Oils Grand Prix of Europe,GBR,1985,F1 World Championship,Nigel Mansell
Fuji 1000Kms,Fuji 1000 kms,JPN,1985,Kazuyoshi Hoshino,Keiji Matsumoto
Monterey Grand Prix,Stroh&#039;s 300 kms,USA,1985,CART/PPG Indycar World Series,Bobby Rahal
Charlotte NASCAR,Miller High Life 500,USA,1985,Winston Cup Grand National,Cale Yarborough
Columbus IMSA,Columbus Ford Dealers 500,USA,1985,Price Cobb,Drake Olson
North Wilkesboro NASCAR,Holly Farms 400,USA,1985,Winston Cup Grand National,Harry Gant
Watkins Glen IMSA,Serengeti Drivers New York 500,USA,1985,Derek Bell,Al Holbert
Donington F3000,Donington Park F3000,GBR,1985,FIA European F3000 Championship,Christian Danner
Brands Hatch 1000Kms,Shell Gemini 1000 kms,GBR,1985,Derek Bell,Hans-Joachim Stuck
Michigan Champ Cars,Detroit News Grand Prix 200,USA,1985,CART/PPG Indycar World Series,Bobby Rahal
Martinsville NASCAR,Goody&#039;s 500,USA,1985,Winston Cup Grand National,Dale Earnhardt
Nurburgring DTM,,DEU,1985,Deutsche Tourenwagen Meisterschaft,Klaus Ludwig
Belgian Grand Prix,Grand Prix de Belgique,BEL,1985,F1 World Championship,Ayrton Senna
Dover Downs NASCAR,Delaware 500,USA,1985,Winston Cup Grand National,Harry Gant
Mosport Park Can-Am,,CAN,1985,Can-Am Challenge,Rick Miaskiewicz
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,1985,F1 World Championship,Alain Prost
Sanair Champ Cars,Grand Prix Molson Indy,CAN,1985,CART/PPG Indycar World Series,Johnny Rutherford
Richmond NASCAR,Wrangler Sanfor-Set 400,USA,1985,Winston Cup Grand National,Darrell Waltrip
Pocono IMSA,Camel GT 500,USA,1985,Derek Bell,Al Holbert
Siegerland DTM,,DEU,1985,Deutsche Tourenwagen Meisterschaft,Klaus Ludwig
Lime Rock Can-Am,,USA,1985,Can-Am Challenge,Rick Miaskiewicz
Spa 1000Kms,1000 km de Spa-Francorchamps,BEL,1985,Riccardo Patrese,Bob Wollek
Mid-Ohio Champ Cars,Escort Radar Warning 200,USA,1985,CART/PPG Indycar World Series,Bobby Rahal
Darlington NASCAR,Southern 500,USA,1985,Winston Cup Grand National,Bill Elliott
San Marino MotoGP,Gran Premio di San Marino,ITA,1985,World Motorcycle Championship,Eddie Lawson
Dutch Grand Prix,Grote Prijs van Nederland,NLD,1985,F1 World Championship,Niki Lauda
Road America IMSA,Lowenbrau Classic,USA,1985,Drake Olson,Bobby Rahal
Zandvoort F3000,Zandvoort F3000,NLD,1985,FIA European F3000 Championship,Christian Danner
Bristol NASCAR,Busch 500,USA,1985,Winston Cup Grand National,Dale Earnhardt
Austrian Grand Prix,Grosser Preis von Osterreich,AUT,1985,F1 World Championship,Alain Prost
Pocono 500,Domino&#039;s Pizza 500,USA,1985,CART/PPG Indycar World Series,Rick Mears
Zolder DTM,,BEL,1985,Deutsche Tourenwagen Meisterschaft,Klaus Ludwig
Osterreichring F3000,Osterreichring F3000,AUT,1985,FIA European F3000 Championship,Ivan Capelli
Mosport Park 1000Kms,Budweiser GT 1000 kms,CAN,1985,Derek Bell,Hans-Joachim Stuck
Michigan NASCAR,Champion Spark Plug 400,USA,1985,Winston Cup Grand National,Bill Elliott
Swedish MotoGP,Sveriges Grand Prix,SWE,1985,World Motorcycle Championship,Freddie Spencer
German Grand Prix,Grosser Preis von Deutschland,DEU,1985,F1 World Championship,Michele Alboreto
Road America Champ Cars,Provimi Veal 200,USA,1985,CART/PPG Indycar World Series,Jacques Villeneuve
Sears Point IMSA,Ford California Grand Prix,USA,1985,IMSA Camel GT Championship,Bob Wollek
British MotoGP,British Grand Prix,GBR,1985,World Motorcycle Championship,Freddie Spencer
Mediterranean Grand Prix,Gran Premio del Mediterraneo,ITA,1985,FIA European F3000 Championship,Mike Thackwell
Michigan 500,Michigan 500,USA,1985,CART/PPG Indycar World Series,Emerson Fittipaldi
Talladega NASCAR,Talladega 500,USA,1985,Winston Cup Grand National,Cale Yarborough
Portland IMSA,GI Joe&#039;s Grand Prix,USA,1985,IMSA Camel GT Championship,Al Holbert
British Grand Prix,Marlboro British Grand Prix,GBR,1985,F1 World Championship,Alain Prost
Pocono NASCAR,Summer 500,USA,1985,Winston Cup Grand National,Bill Elliott
French MotoGP,Grand Prix de France,FRA,1985,World Motorcycle Championship,Freddie Spencer
Diepholz DTM,,DEU,1985,Deutsche Tourenwagen Meisterschaft,Heinz-Friedrich Peil
Hockenheim 1000Kms,Duschfrisch 1000 km-Rennen,DEU,1985,Derek Bell,Hans-Joachim Stuck
French Grand Prix,Grand Prix de France,FRA,1985,F1 World Championship,Nelson Piquet
Cleveland Champ Cars,Budweiser Cleveland Grand Prix,USA,1985,CART/PPG Indycar World Series,Al Unser jr
Watkins Glen IMSA,Camel Continental,USA,1985,Derek Bell,Al Holbert
Belgian MotoGP,Grand Prix de Belgique,BEL,1985,World Motorcycle Championship,Freddie Spencer
Lime Rock Can-Am,,USA,1985,Can-Am Challenge,Bruce MacInnes
Daytona NASCAR,Pepsi Firecracker 400,USA,1985,Winston Cup Grand National,Greg Sacks
Dijon F3000,Dijon-Prenois F3000,FRA,1985,FIA European F3000 Championship,Christian Danner
Meadowlands Champ Cars,United States Grand Prix at the Meadowlands,USA,1985,CART/PPG Indycar World Series,Al Unser jr
Dutch TT MotoGP,Dutch TT,NLD,1985,World Motorcycle Championship,Randy Mamola
Detroit Grand Prix,Detroit Grand Prix,USA,1985,F1 World Championship,Keke Rosberg
Canadian Grand Prix,Grand Prix Labatt du Canada,CAN,1985,F1 World Championship,Michele Alboreto
Portland Champ Cars,Stroh&#039;s GI Joe&#039;s 200,USA,1985,CART/PPG Indycar World Series,Mario Andretti
Michigan NASCAR,Miller 400,USA,1985,Winston Cup Grand National,Bill Elliott
Yugoslavian MotoGP,Yugoslavian Grand Prix,YUG,1985,World Motorcycle Championship,Eddie Lawson
Le Mans 24 Hours,24 heures du Mans,FRA,1985,Klaus Ludwig,&quot;John Winter&quot;
Pocono NASCAR,Van Scoy Diamond Mine 500,USA,1985,Winston Cup Grand National,Bill Elliott
Mid-Ohio IMSA,Lumbermen&#039;s 500 North American Sports Car Champ.,USA,1985,Derek Bell,Al Holbert
Erding DTM,,DEU,1985,Deutsche Tourenwagen Meisterschaft,Heinz-Friedrich Peil
Spa F3000,Grand Prix de Belgique Formule 3000,BEL,1985,FIA European F3000 Championship,Mike Thackwell
Milwaukee Champ Cars,Miller American Rex Mays 200,USA,1985,CART/PPG Indycar World Series,Mario Andretti
Riverside NASCAR,Budweiser 400,USA,1985,Winston Cup Grand National,Terry Labonte
Mosport Park Can-Am,,CAN,1985,Can-Am Challenge,Horst Kroll
Austrian MotoGP,Grosser Preis von Osterreich,AUT,1985,World Motorcycle Championship,Freddie Spencer
Mainz-Finthen DTM,,DEU,1985,Deutsche Tourenwagen Meisterschaft,Winni Vogt
Pau Grand Prix,Grand Prix de Pau,FRA,1985,FIA European F3000 Championship,Christian Danner
Lime Rock IMSA,Lime Rock Camel GT,USA,1985,IMSA Camel GT Championship,Drake Olson
Indianapolis 500,Indianapolis 500,USA,1985,CART/PPG Indycar World Series,Danny Sullivan
World 600,Coca-Cola World 600,USA,1985,Winston Cup Grand National,Darrell Waltrip
Nations MotoGP,Gran Premio delle Nazioni,ITA,1985,World Motorcycle Championship,Freddie Spencer
Monaco Grand Prix,Grand Prix de Monaco,MCO,1985,F1 World Championship,Alain Prost
Dover Downs NASCAR,Budweiser 500,USA,1985,Winston Cup Grand National,Bill Elliott
Charlotte IMSA,Camel GT 500 Grand Prix of Charlotte,USA,1985,Derek Bell,Al Holbert
German MotoGP,Grosser Preis von Deutschland,DEU,1985,World Motorcycle Championship,Christian Sarron
Rome Grand Prix,Gran Premio di Roma,ITA,1985,FIA European F3000 Championship,Emanuele Pirro
Silverstone 1000Kms,Silverstone 1000 kms,GBR,1985,Jacky Ickx,Jochen Mass
Avus DTM,,DEU,1985,Deutsche Tourenwagen Meisterschaft,Klaus Niedzwiedz
Talladega NASCAR,Winston 500,USA,1985,Winston Cup Grand National,Bill Elliott
Laguna Seca IMSA,Nissan Monterey Triple Crown,USA,1985,IMSA Camel GT Championship,Al Holbert
Spanish MotoGP,Gran Premio de Espana,ESP,1985,World Motorcycle Championship,Freddie Spencer
Wunstorf DTM,,DEU,1985,Deutsche Tourenwagen Meisterschaft,Per Stureson
San Marino Grand Prix,Gran Premio di San Marino,ITA,1985,F1 World Championship,Elio de Angelis
Monza 1000Kms,1000 km di Monza/Trofeo Filippo Caracciolo,ITA,1985,Marc Surer,Manfred Winkelhock
Martinsville NASCAR,Sovran Bank 500,USA,1985,Winston Cup Grand National,Harry Gant
Riverside IMSA,Los Angeles Time/Nissan Grand Prix of Endurance,USA,1985,Pete Halsmer,John Morton
Portuguese Grand Prix,Grande Premio de Portugal,PRT,1985,F1 World Championship,Ayrton Senna
North Wilkesboro NASCAR,Northwestern Bank 400,USA,1985,Winston Cup Grand National,Neil Bonnett
Estoril F3000,Estoril F3000,PRT,1985,FIA European F3000 Championship,John Nielsen
Mugello 6 Hours,6 ore di Mugello,ITA,1985,Jacky Ickx,Jochen Mass
Long Beach Grand Prix,Toyota Grand Prix of Long Beach,USA,1985,CART/PPG Indycar World Series,Mario Andretti
Darlington NASCAR,Transouth 500,USA,1985,Winston Cup Grand National,Bill Elliott
Road Atlanta IMSA,Atlanta Journal-Constitution Grand Prix,USA,1985,Hurley Haywood,Brian Redman
Jochen Rindt Trophy,Townsend Thoresen Jochen Rindt Trophy,GBR,1985,FIA European F3000 Championship,Emanuele Pirro
Brazilian Grand Prix,John Player Special Grande Premio do Brasil,BRA,1985,F1 World Championship,Alain Prost
Bristol NASCAR,Valleydale 500,USA,1985,Winston Cup Grand National,Dale Earnhardt
International Trophy,Marlboro/Daily Express International Trophy,GBR,1985,FIA European F3000 Championship,Mike Thackwell
Zolder DTM,,BEL,1985,Deutsche Tourenwagen Meisterschaft,Harald Grohs
Sebring 12 Hours,Coca Cola 12 Hours of Sebring,USA,1985,AJ Foyt jr,Bob Wollek
South African MotoGP,South African Grand Prix,ZAF,1985,World Motorcycle Championship,Eddie Lawson
Atlanta NASCAR,Coca-Cola 500,USA,1985,Winston Cup Grand National,Bill Elliott
North Carolina NASCAR,Carolina 500,USA,1985,Winston Cup Grand National,Neil Bonnett
Richmond NASCAR,Miller High Life 400,USA,1985,Winston Cup Grand National,Dale Earnhardt
Miami IMSA,Lowenbrau Grand Prix of Miami,USA,1985,Derek Bell,Al Holbert
Daytona 500,Daytona 500,USA,1985,Winston Cup Grand National,Bill Elliott
Daytona 24 Hours,Sunbank Daytona 24 Hours,USA,1985,Al Unser,Bob Wollek
Sandown Park 1000Kms,Sandown Park 1000 kms,AUS,1984,Derek Bell,Stefan Bellof
Daytona IMSA,Eastern Airlines 3 Hours Camel GT,USA,1984,Derek Bell,Al Holbert
Riverside NASCAR,Winston Western 500,USA,1984,Winston Cup Grand National,Geoff Bodine
Australian Grand Prix,Australian Grand Prix,AUS,1984,Non-championship,Roberto Moreno
Macau Grand Prix,Grande Premio de Macau,MAC,1984,Non-championship,John Nielsen
Las Vegas Grand Prix,Caesars Palace Grand Prix,USA,1984,CART/PPG Indycar World Series,Tom Sneva
Atlanta NASCAR,Atlanta Journal 500,USA,1984,Winston Cup Grand National,Dale Earnhardt
Kyalami 1000Kms,Kyalami 1000 kms,ZAF,1984,Alessandro Nannini,Riccardo Patrese
Green Valley Can-Am,,USA,1984,Can-Am Challenge,Jim Crawford
Portuguese Grand Prix,Grande Premio de Portugal,PRT,1984,F1 World Championship,Alain Prost
Jarama European F3,Trofeo Marques de Cubas,ESP,1984,European F3 Championship,Johnny Dumfries
Monterey Grand Prix,Quinn&#039;s Cooler 300 kms,USA,1984,CART/PPG Indycar World Series,Bobby Rahal
North Carolina NASCAR,Warner W Hodgdon American 500,USA,1984,Winston Cup Grand National,Bill Elliott
Phoenix Champ Cars,Stroh&#039;s Bobby Ball 150,USA,1984,CART/PPG Indycar World Series,Bobby Rahal
North Wilkesboro NASCAR,Holly Farms 400,USA,1984,Winston Cup Grand National,Darrell Waltrip
European Grand Prix,Grosser Preis von Europa,DEU,1984,F1 World Championship,Alain Prost
Charlotte NASCAR,Miller High Life 500,USA,1984,Winston Cup Grand National,Bill Elliott
Riverside Can-Am,,USA,1984,Can-Am Challenge,Michael Roe
Fuji 1000Kms,Fuji 1000 kms,JPN,1984,Stefan Bellof,John Watson
Watkins Glen IMSA,New York 500 for the Steuben Cup,USA,1984,Randy Lanier,Dale Whittington
Sears Point Can-Am,,USA,1984,Can-Am Challenge,Michael Roe
Brands Hatch F2,Daily Mail Trophy,GBR,1984,European F2 Championship,Philippe Streiff
Michigan Champ Cars,Detroit News Grand Prix 200,USA,1984,CART/PPG Indycar World Series,Mario Andretti
Martinsville NASCAR,Goody&#039;s 500,USA,1984,Winston Cup Grand National,Darrell Waltrip
Nurburgring DTM,,DEU,1984,Deutsche Tourenwagen Meisterschaft,Peter John
Imola 1000Kms,1000 km di Imola,ITA,1984,Stefan Bellof,Hans-Joachim Stuck
Dover Downs NASCAR,Delaware 500,USA,1984,Winston Cup Grand National,Harry Gant
Michigan IMSA,Michigan 500 kms Camel GT,USA,1984,Randy Lanier,Bill Whittington
Nogaro Grand Prix,Grand Prix de Nogaro,FRA,1984,European F3 Championship,John Nielsen
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,1984,F1 World Championship,Niki Lauda
Sanair Champ Cars,Molson Breweries 200,CAN,1984,CART/PPG Indycar World Series,Danny Sullivan
Richmond NASCAR,Wrangler Sanfor-Set 400,USA,1984,Winston Cup Grand National,Darrell Waltrip
Pocono IMSA,Pocono 500 kms Camel GT,USA,1984,Derek Bell,Al Holbert
Mosport Park Can-Am,,CAN,1984,Can-Am Challenge,Michael Roe
Spa 1000Kms,1000 km de Spa-Francorchamps Rothmans,BEL,1984,Derek Bell,Stefan Bellof
Mid-Ohio Champ Cars,Escort Radar Warning 200,USA,1984,CART/PPG Indycar World Series,Mario Andretti
Darlington NASCAR,Southern 500,USA,1984,Winston Cup Grand National,Harry Gant
Trois-Rivieres Can-Am,,CAN,1984,Can-Am Challenge,Jim Crawford
San Marino MotoGP,Gran Premio di San Marino,ITA,1984,World Motorcycle Championship,Randy Mamola
Donington F2,Derby Evening Telegraph Trophy,GBR,1984,European F2 Championship,Roberto Moreno
Dutch Grand Prix,Grote Prijs van Nederland,NLD,1984,F1 World Championship,Alain Prost
Road America IMSA,Budweiser 500,USA,1984,Derek Bell,Al Holbert
Bristol NASCAR,Busch 500,USA,1984,Winston Cup Grand National,Terry Labonte
Austrian Grand Prix,Grosser Preis von Osterreich,AUT,1984,F1 World Championship,Niki Lauda
Knutstorp European F3,Newsrace,SWE,1984,European F3 Championship,Claudio Langes
Pocono 500,Domino&#039;s Pizza Pocono 500,USA,1984,CART/PPG Indycar World Series,Danny Sullivan
Road Atlanta Can-Am,,USA,1984,Can-Am Challenge,Jim Crawford
Zolder DTM,,BEL,1984,Deutsche Tourenwagen Meisterschaft,Harald Grohs
Michigan NASCAR,Champion Spark Plug 400,USA,1984,Winston Cup Grand National,Darrell Waltrip
Swedish MotoGP,Sveriges Grand Prix,SWE,1984,World Motorcycle Championship,Eddie Lawson
German Grand Prix,Grosser Preis von Deutschland,DEU,1984,F1 World Championship,Alain Prost
Mosport Park 1000Kms,Budweiser GT 1000 kms,CAN,1984,Jacky Ickx,Jochen Mass
Road America Champ Cars,Provimi Veal 200,USA,1984,CART/PPG Indycar World Series,Mario Andretti
Sears Point IMSA,Ford California Camel GT,USA,1984,IMSA Camel GT Championship,Bill Whittington
British MotoGP,British Grand Prix,GBR,1984,World Motorcycle Championship,Randy Mamola
Lime Rock Can-Am,,USA,1984,Can-Am Challenge,Michael Roe
Hockenheim DTM,,DEU,1984,Deutsche Tourenwagen Meisterschaft,Olaf Manthey
Mediterranean Grand Prix,Gran Premio del Mediterraneo,ITA,1984,European F2 Championship,Mike Thackwell
Brands Hatch 1000Kms,British Aerospace 1000 kms,GBR,1984,Jan Lammers,Jonathan Palmer
Talladega NASCAR,Talladega 500,USA,1984,Winston Cup Grand National,Dale Earnhardt
Portland IMSA,GI Joe&#039;s Grand Prix,USA,1984,Randy Lanier,Bill Whittington
British Grand Prix,John Player Special British Grand Prix,GBR,1984,F1 World Championship,Niki Lauda
Misano F2,Gran Premio del Adriatico,ITA,1984,European F2 Championship,Mike Thackwell
Michigan 500,Norton Michigan 500,USA,1984,CART/PPG Indycar World Series,Mario Andretti
Pocono NASCAR,Like Cola 500,USA,1984,Winston Cup Grand National,Harry Gant
Brainerd Can-Am,,USA,1984,Can-Am Challenge,Michael Roe
Diepholz DTM,,DEU,1984,Deutsche Tourenwagen Meisterschaft,Harald Grohs
Mugello European F3,Euro Mugello F3,ITA,1984,European F3 Championship,Ivan Capelli
Nurburgring 1000Kms,ADAC 1000 km-Rennen,DEU,1984,Derek Bell,Stefan Bellof
Nashville NASCAR,Pepsi 420,USA,1984,Winston Cup Grand National,Geoff Bodine
Dallas Grand Prix,Dallas Grand Prix,USA,1984,F1 World Championship,Keke Rosberg
Enna European F3,Grand Premio di Pergusa,ITA,1984,European F3 Championship,Ivan Capelli
Cleveland Champ Cars,Budweiser Cleveland Grand Prix,USA,1984,CART/PPG Indycar World Series,Danny Sullivan
Belgian MotoGP,Grand Prix de Belgique,BEL,1984,World Motorcycle Championship,Freddie Spencer
Nurburgring DTM,,DEU,1984,Deutsche Tourenwagen Meisterschaft,Harald Grohs
Watkins Glen IMSA,Camel Continental Double 3-hour Camel GT,USA,1984,Derek Bell,Al Holbert
